Accession,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
EF136584,,"Kasparek,P., Pantucek,R., Kahankova,J., Ruzickova,V., Doskar,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,2274,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812 hypothetical protein gene, partial cds; and putative recombinase gene, complete cds"
EF136585,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,3643,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812b hypothetical protein gene, partial cds; and putative recombinase and intron-encoded putative endonuclease genes, complete cds"
EF136586,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,3643,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812p hypothetical protein gene, partial cds; and putative recombinase and intron-encoded putative endonuclease genes, complete cds"
EF136587,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,3165,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812 putative holin, endolysin (lyt812), and putative HNH endonuclease (lyt812) genes, complete cds"
EF136588,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,1656,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812F1 putative holin and truncated endolysin genes, complete cds"
EF136589,,"Kasparek,P., Pantucek,R., Kahankova,J., Ruzickova,V., Doskar,J.",2006-12-24T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,12013,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812 putative exonuclease, hypothetical protein, putative nuclease, hypothetical protein, putative primase, hypothetical proteins, putative ribonucleotide reduction-related protein, putative ribonucleotide reductase large subunit, putative ribonucleotide reductase minor subunit, hypothetical protein, putative oxidoreductase, hypothetical protein, and putative integration host factor genes, complete cds; and hypothetical protein gene, partial cds"
AY954948,,"Kwan,T., Liu,J., DuBow,M., Gros,P., Pelletier,J.",2005-04-05T00:00:00Z,Staphylococcus phage PT1028,,,dsDNA,15603,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Bacteriophage PT1028, complete genome"
AY842850,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2005-01-23T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,2029,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812 hypothetical protein gene, partial cds"
AY842851,,"Pantucek,R., Rosypalova,A., Doskar,J., Kailerova,J., Ruzickova,V., Borecka,P., Snopkova,S., Horvath,R., Gotz,F., Rosypal,S., Kasparek,P., Kahankova,J.",2005-01-23T00:00:00Z,Staphylococcus phage 812,Kayvirus,Herelleviridae,dsDNA,2932,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage 812 strain phi812b hypothetical protein gene, partial cds"
AY158000,,"Pantucek,R., Doskar,J., Ruzickova,V., Kasparek,P., Oracova,E., Kvardova,V., Rosypal,S.",2002-12-02T00:00:00Z,Staphylococcus phage phi77,,Siphoviridae,dsDNA,1182,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus aureus bacteriophage phi 77 phiN315 phage protein-like protein and phiN315 structural phage protein-like protein genes, partial cds"
AF515457,,"Pantucek,R., Doskar,J., Ruzickova,V., Kasparek,P., Oracova,E., Kvardova,V., Rosypal,S.",2002-06-17T00:00:00Z,Staphylococcus virus 187,Phietavirus,Siphoviridae,dsDNA,3034,GenBank,partial,,,1,,,Staphylococcus aureus subsp. aureus PS187,,,,"Staphylococcus phage 187 putative protein genes, complete cds"
AF513855,,"Kleparnik,K., Berka,J., Foret,F., Doskar,J., Kailerova,J., Rosypal,S., Bocek,P., Pantucek,R., Ruzickova,V., Kasparek,P., Oracova,E., Kvardova,V., Schaffner,G., Kurzbauer,R.",2002-06-09T00:00:00Z,Staphylococcus phage phi3A,,Siphoviridae,dsDNA,7716,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus aureus bacteriophage phi 3A phi12 major tail protein-like protein, phiSLT ORF116b-like protein, hypothetical protein, and phi12 tail fiber protein-like protein genes, complete cds"
AF513856,,"Pantucek,R., Doskar,J., Ruzickova,V., Kasparek,P., Oracova,E., Kvardova,V., Rosypal,S.",2002-06-09T00:00:00Z,Staphylococcus phage phi 53,,Siphoviridae,dsDNA,4867,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus aureus bacteriophage phi 53 phiETA ORF57-like protein, phiETA ORF58-like protein, phiETA ORF59-like protein, phiPVL ORF17-like protein, and peptidoglycan hydrolase genes, complete cds"
AF513857,,"Pantucek,R., Doskar,J., Ruzickova,V., Kasparek,P., Oracova,E., Kvardova,V., Rosypal,S.",2002-06-09T00:00:00Z,Staphylococcus phage phi77,,Siphoviridae,dsDNA,4065,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus aureus bacteriophage phi 77 phage terminase large subunit, phiN315 phage protein-like protein, and phiN315 scaffolding protein-like protein genes, complete cds"
AF424781,,"Iandolo,J.J., Worrell,V., Groicher,K.H., Qian,Y., Tian,R., Kenton,S., Dorman,A., Ji,H., Lin,S., Loh,P., Qi,S., Zhu,H., Roe,B.A., Roe,B., Jia,H.",2002-02-26T00:00:00Z,Staphylococcus virus 11,Phietavirus,Siphoviridae,dsDNA,43604,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phi 11, complete genome"
AF424782,,"Iandolo,J.J., Worrell,V., Groicher,K.H., Qian,Y., Tian,R., Kenton,S., Dorman,A., Ji,H., Lin,S., Loh,P., Qi,S., Zhu,H., Roe,B.A., Roe,B., Jia,H.",2002-02-26T00:00:00Z,Staphylococcus virus phi12,Triavirus,Siphoviridae,dsDNA,44970,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus aureus phage phi 12, complete genome"
AF424783,,"Iandolo,J.J., Worrell,V., Groicher,K.H., Qian,Y., Tian,R., Kenton,S., Dorman,A., Ji,H., Lin,S., Loh,P., Qi,S., Zhu,H., Roe,B.A., Roe,B., Jia,H.",2002-02-26T00:00:00Z,Staphylococcus virus 13,Biseptimavirus,Siphoviridae,dsDNA,42722,GenBank,complete,,,1,,,Staphylococcus aureus,,,,"Staphylococcus aureus phage phi 13, complete genome"
L77215,,"Weerakoon,L.K., Vijaranakul,U.",2001-12-10T00:00:00Z,Staphylococcus virus 11,Phietavirus,Siphoviridae,dsDNA,5742,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Bacteriophage phi11 9 ORFs, complete cds"
AB044554,,"Kaneko,J., Kimura,T., Kawakami,Y., Tomita,T., Kamio,Y., Zou,D., Narita,S.",2000-07-04T00:00:00Z,Staphylococcus prophage phiPV83,Biseptimavirus,Siphoviridae,dsDNA,45636,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus prophage phiPV83 proviral DNA, complete sequence"
AP001553,,"Yamaguchi,T., Hayashi,T., Takami,H., Nakasone,K., Ohnishi,M., Nakayama,K., Yamada,S., Komatsuzawa,H., Sugai,M.",2000-07-04T00:00:00Z,Staphylococcus virus phiETA,Phietavirus,Siphoviridae,dsDNA,43081,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage phiETA DNA, complete genome"
AF205886,,"Pineiro,S.A.",2000-02-15T00:00:00Z,Staphylococcus virus 85,Phietavirus,Siphoviridae,dsDNA,515,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Bacteriophage 85 dUTPase gene, partial cds; and unknown gene, promoter sequence"
AB009866,,"Kaneko,J., Kimura,T., Kawakami,Y., Tomita,T., Kamio,Y., Narita,S.",1998-07-25T00:00:00Z,Staphylococcus phage PVL,Biseptimavirus,Siphoviridae,dsDNA,41401,GenBank,partial,,,2,,,Staphylococcus aureus,,,,"Staphylococcus phage PVL proviral DNA, complete sequence"
Y07739,,"Loessner,M.J., Gaeng,S., Wendlinger,G., Maier,S.K., Scherer,S.",1998-01-08T00:00:00Z,Staphylococcus virus Twort,Twortvirus,Herelleviridae,dsDNA,2838,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Staphylococcus phage Twort holTW, plyTW genes"
Y07740,,"Loessner,M.J., Gaeng,S., Scherer,S.",1998-01-08T00:00:00Z,Staphylococcus virus 187,Phietavirus,Siphoviridae,dsDNA,2162,GenBank,partial,,,1,,,Staphylococcus aureus,,,,Staphylococcus phage 187 ply187 and hol187 genes
Y12633,,"Carbonelli,D., Zorzopulos,J., Carbonelli,D.L.",1997-04-29T00:00:00Z,Staphylococcus virus 85,Phietavirus,Siphoviridae,dsDNA,366,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Bacteriophage 85 DNA, promoter sequence of unknown gene"
U72397,,"Bon,J.B., Mani,N., Jayaswal,R.K.",1997-01-02T00:00:00Z,Staphylococcus virus 80alpha,Phietavirus,Siphoviridae,dsDNA,3779,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Bacteriophage 80 alpha holin and amidase genes, complete cds"
A17530,,,1994-04-12T00:00:00Z,Staphylococcus phage phi-C,,Siphoviridae,dsDNA,414,GenBank,partial,,,,,,Staphylococcus aureus,,,,Bacteriophage phi-C recombinant DNA for staphylokinase C-phi-c
A17529,,,1994-03-17T00:00:00Z,Staphylococcus phage 42D.m,,Siphoviridae,dsDNA,414,GenBank,partial,,,,,,Staphylococcus aureus,,,,Bacteriophage 42D recombinant DNA for plasminogen activator SAK
U01872,,"Coleman,D.C., Sullivan,D.J., Russell,R.J., Arbuthnott,J.P., Carey,B.F., Pomeroy,H.M., Carroll,J.D., Cafferkey,M.T., Carroll,D., Kehoe,M.A., Cavanagh,D.",1993-12-31T00:00:00Z,Staphylococcus phage phi-42,,,unknown,3944,GenBank,partial,,,3,,,Staphylococcus aureus,,,,"Bacteriophage phi-42 integrase (int) gene, complete cds"
U01875,,"Coleman,D.C., Sullivan,D.J., Russell,R.J., Arbuthnott,J.P., Carey,B.F., Pomeroy,H.M., Coleman,D., Knights,J., Russell,R., Shanley,D., Birkbeck,T.H., Dougan,G., Charles,I., Carroll,D., Kehoe,M.A., Cavanagh,D.",1993-12-31T00:00:00Z,Staphylococcus virus 13,Biseptimavirus,Siphoviridae,dsDNA,113,GenBank,partial,,,3,,,Staphylococcus aureus,,,,"Bacteriophage phi-13 putative regulatatory region and integrase (int) gene, partial cds"
M27965,,"Ye,Z.H., Lee,C.Y.",1993-04-28T00:00:00Z,Staphylococcus phage L54a,,Siphoviridae,dsDNA,1626,GenBank,partial,,,1,,,Staphylococcus aureus,,,,"Bacteriophage L54a (from S.aureus) int and xis genes, complete cds"
M57455,,"Behnke,D., Gerlach,D., Kraft,R.",1993-04-28T00:00:00Z,Staphylococcus phage 42D.m,,Siphoviridae,dsDNA,993,GenBank,partial,,,,,,Staphylococcus aureus,,,,"Bacteriophage 42D (clone pDB17) (from Staphylococcus aureus) staphylokinase gene, complete cds"
