Experiment Accession	Experiment Title	Organism Name	Instrument	Submitter	Study Accession	Study Title	Sample Accession	Sample Title	Total Size, Mb	Total RUNs	Total Spots	Total Bases	Library Name	Library Strategy	Library Source	Library Selection	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryLayout	InsertSize	InsertDev	Platform	BioProject	Study_Pubmed_id	ProjectID	BioSample	SampleType	TaxID	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	+access	+submission_date	+publication_date	+last_update	altitude	env_feature	collection_date	sample number	sample_type	env_biome	lat_lon	geo_loc_name	isolation source	host	env_material
SRX3492769	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776366		6401.54	1	48728526	14204597530	xinexpo67_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399678	2018-09-20 00:09:40	2017-12-21 00:14:36	48728526	14204597530	48728526	291	6401	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399678.sralite.1	xinexpo67_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216255	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9A94744D7374428837C63916A9061811	C9E656CD60AF178D25C5EFF3FF642C1D	public	2017-12-20T15:50:17.523	2018-09-20T00:00:00.000	2021-02-28T05:15:18.429	5	air filter	2017-01-27	565	RNA	air filter	29.272251 N 94.818915 W	USA:texas,Galveston	missing	missing	air
SRX3492772	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776373		5582.72	1	41804179	12144483450	xinexpo67_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399675	2018-09-20 00:09:40	2017-12-20 22:34:30	41804179	12144483450	41804179	290	5582	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399675.sralite.1	xinexpo67_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216254	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B523ED17EFF507CA6EFD93CB1642B387	77903AFDF8E1D31CEAD4C557E62E0D27	public	2017-12-20T15:50:17.506	2018-09-20T00:00:00.000	2021-02-28T05:15:18.408	51	air filter	2017-01-24	564	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492773	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776374		5159.76	1	38333554	11068497502	xinexpo66_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399674	2018-09-20 00:09:40	2017-12-20 22:28:14	38333554	11068497502	38333554	288	5159	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399674.sralite.1	xinexpo66_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216253	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9D02B1C17F30F29C34473FAB8B1B2892	F636D4A810510E31B2C138E68228A86F	public	2017-12-20T15:50:17.493	2018-09-20T00:00:00.000	2021-02-28T05:15:18.387	29	air filter	2017-01-25	563	RNA	air filter	37.4323403 N 122.17595 W	USA:california,Palo Alto	missing	missing	air
SRX3492770	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776372		5383.46	1	41428863	11847405103	xinexpo67_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399677	2018-09-20 00:09:40	2017-12-20 22:41:15	41428863	11847405103	41428863	285	5383	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399677.sralite.1	xinexpo67_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216252	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6634A8DCE6C4822A96C3B8EF61E5F0B6	29F31066F34114EF9A55D7573FB7EC33	public	2017-12-20T15:50:17.480	2018-09-20T00:00:00.000	2021-02-28T05:15:18.365	27	air filter	2017-01-21	562	RNA	air filter	37.838438 N 122.47933 W	USA:california,San Francisco	missing	missing	air
SRX3492771	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776371		5137.18	1	38763250	11257450820	xinexpo66_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399676	2018-09-20 00:09:40	2017-12-20 22:31:27	38763250	11257450820	38763250	290	5137	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399676.sralite.1	xinexpo66_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216251	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	EA537BC256510C684ED7458F35D6AC8B	3B31EBD1F4F8482576D031BE92FF87D9	public	2017-12-20T15:50:17.463	2018-09-20T00:00:00.000	2021-02-28T05:15:18.344	76	air filter	2017-01-02	561	RNA	air filter	40.24783815 N 75.58747128 W	USA:pennsylvania,West Hartford	missing	missing	air
SRX3492952	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776551		2543.37	1	18911023	5050601087	xinexpo78_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399495	2018-09-20 00:09:44	2017-12-20 20:02:28	18911023	5050601087	18911023	267	2543	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399495.sralite.1	xinexpo78_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216250	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	9173ABC1FC9B0AAF9A0ACA94844CA3F0	3DBC98EB7AA28D319405A341D3EB1F19	public	2017-12-20T15:50:17.450	2018-09-20T00:00:00.000	2021-02-28T05:15:18.321	486	air filter	2017-01-01	560	RNA	air filter	30.572815 N 104.066801 E	China:NA,Chengdu	missing	missing	air
SRX3492951	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776550		5830.67	1	40989438	11666441888	xinexpo61_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399496	2018-09-20 00:09:44	2017-12-20 20:11:39	40989438	11666441888	40989438	284	5830	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399496.sralite.1	xinexpo61_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216249	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5DD23789A2075284FE7E996EAAC1F41D	3605605619E69620AC9CF10348130A31	public	2017-12-20T15:50:17.436	2018-09-20T00:00:00.000	2021-02-28T05:15:18.298	51	air filter	2016-12-22	559	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3492950	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776549		5260.72	1	37133513	10718376786	xinexpo61_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399497	2018-09-20 00:09:44	2017-12-20 20:00:43	37133513	10718376786	37133513	288	5260	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399497.sralite.1	xinexpo61_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216248	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	B3EBBDE9DFDC4BA24ED99DCFAED80B77	C785E32460A859AE9BD083E330514139	public	2017-12-20T15:50:17.420	2018-09-20T00:00:00.000	2021-02-28T05:15:18.276	17	air filter	2016-12-21	558	RNA	air filter	37.5482697 N 121.988572 W	USA:california,Fremont	missing	missing	air
SRX3492949	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776546		5751.46	1	40525417	11683034797	xinexpo61_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399498	2018-09-20 00:09:44	2017-12-20 20:35:07	40525417	11683034797	40525417	288	5751	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399498.sralite.1	xinexpo61_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216247	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7F59204EC85120AADD0149241FFAA722	AC6AA38DA6C31860521287BEEF962A87	public	2017-12-20T15:50:17.406	2018-09-20T00:00:00.000	2021-02-28T05:15:18.255	72	air filter	2016-12-20	557	RNA	air filter	37.3229978 N 122.032183 W	USA:california,Cupertino	missing	missing	air
SRX3492948	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776548		6305.61	1	45581711	12635541569	xinexpo61_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399499	2018-09-20 00:09:44	2017-12-20 20:50:22	45581711	12635541569	45581711	277	6305	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399499.sralite.1	xinexpo61_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216246	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	46C84F7EF39F4B372271FD4AB57042E2	C0F0D28FAB2D856DB519798D1CC6BAC3	public	2017-12-20T15:50:17.393	2018-09-20T00:00:00.000	2021-02-28T05:15:18.234	5	air filter	2016-12-21	556	RNA	air filter	37.7649039 N 122.390318 W	USA:california,San Francisco	missing	missing	air
SRX3492947	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776547		5334.3	1	38001058	10930082479	xinexpo60_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399500	2018-09-20 00:09:44	2017-12-20 20:21:39	38001058	10930082479	38001058	287	5334	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399500.sralite.1	xinexpo60_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216245	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5F8BC9281D578B2726F984189E840B7A	B0C0311BFF4814DDE7A3AB9ADCE1457A	public	2017-12-20T15:50:17.376	2018-09-20T00:00:00.000	2021-02-28T05:15:18.212	14	air filter	2016-12-20	555	RNA	air filter	37.5629917 N 122.3255254 W	USA:california,San Mateo	missing	missing	air
SRX3492946	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776545		6954.86	1	52956583	15465877542	xinexpo66_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399501	2018-09-20 00:09:44	2017-12-20 20:42:51	52956583	15465877542	52956583	292	6954	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399501.sralite.1	xinexpo66_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216244	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	F75229F1EA6D2A9CBF5F39830DC310EB	63FD37916A36A1CF5D3F6E1B0DA6F53A	public	2017-12-20T15:50:17.363	2018-09-20T00:00:00.000	2021-02-28T05:15:18.191	266	air filter	2016-12-17	554	RNA	air filter	28.538634 N 77.151574 E	India:NA,New Delhi	missing	missing	air
SRX3492945	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776544		7001.95	1	51775524	14404919934	xinexpo60_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399502	2018-09-20 00:09:44	2017-12-20 20:40:30	51775524	14404919934	51775524	278	7001	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399502.sralite.1	xinexpo60_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216243	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D344EE7FF1F7C8F63764A938987172AB	3EA4813D2442F2AE05503A899F866915	public	2017-12-20T15:50:17.350	2018-09-20T00:00:00.000	2021-02-28T05:15:18.169	17	air filter	2016-12-14	553	RNA	air filter	37.5482697 N 121.988572 W	USA:california,Fremont	missing	missing	air
SRX3492944	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776543		4988.13	1	36458762	10575831318	xinexpo60_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399503	2018-09-20 00:09:44	2017-12-20 20:31:17	36458762	10575831318	36458762	290	4988	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399503.sralite.1	xinexpo60_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216242	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	40B96654A90A8AEB264A1177BD8118BC	64A382DAACD53E94108ACA30709EF7F2	public	2017-12-20T15:50:17.333	2018-09-20T00:00:00.000	2021-02-28T05:15:18.146	72	air filter	2016-12-14	552	RNA	air filter	37.3229978 N 122.032183 W	USA:california,Cupertino	missing	missing	air
SRX3492943	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776542		6834.94	1	49668835	14040592239	xinexpo59_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399504	2018-09-20 00:09:44	2017-12-20 20:33:11	49668835	14040592239	49668835	282	6834	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399504.sralite.1	xinexpo59_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216241	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5EBB3BD08B1A03B81064F167A4326C29	FEE4DF9ED568084415A4267819D95881	public	2017-12-20T15:50:17.320	2018-09-20T00:00:00.000	2021-02-28T05:15:18.123	5	air filter	2016-12-12	551	RNA	air filter	37.7649039 N 122.390318 W	USA:california,San Francisco	missing	missing	air
SRX3492662	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776266		7325.02	1	52556652	15080856292	xinexpo60_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399785	2018-09-20 00:09:37	2017-12-20 23:33:12	52556652	15080856292	52556652	286	7325	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399785.sralite.1	xinexpo60_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216240	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	BB2EA2102BB973FEE9FE26705B1E9DE3	4507973DA5CE5EFCB1862D005F700FB6	public	2017-12-20T15:50:17.303	2018-09-20T00:00:00.000	2021-02-28T05:15:18.101	26	air filter	2016-12-09	550	RNA	air filter	38.910689 N 77.045964 W	USA:district of columbia,Washington	missing	missing	air
SRX3492663	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776264		5759.57	1	41415022	11952328081	xinexpo59_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399784	2018-09-20 00:09:37	2017-12-21 02:06:39	41415022	11952328081	41415022	288	5759	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399784.sralite.1	xinexpo59_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216239	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	7B9CC74C7E81E42179D2077E3EB669AF	1EFFBEC6E2506175102501EC26B0131A	public	2017-12-20T15:50:17.290	2018-09-20T00:00:00.000	2021-02-28T05:15:18.078	13	air filter	2016-12-11	549	RNA	air filter	40.7127837 N 74.0059413 W	USA:NA,New York City	missing	missing	air
SRX3493118	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776718		5818.45	1	41470286	11800550450	xinexpo59_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399896	2018-09-20 00:09:49	2017-12-21 02:45:53	41470286	11800550450	41470286	284	5818	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399896.sralite.1	xinexpo59_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216238	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	53A4E68E6FF8631E311A397115B00E33	845077DFA939B2A3641EB414A509E0B9	public	2017-12-20T15:50:17.273	2018-09-20T00:00:00.000	2021-02-28T05:15:18.055	51	air filter	2016-12-07	548	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493119	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776721		6535.45	1	48683736	13999741338	xinexpo58_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399895	2018-09-20 00:09:49	2017-12-21 02:46:20	48683736	13999741338	48683736	287	6535	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399895.sralite.1	xinexpo58_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216237	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D75FC2ECFA3CFE4CA207F4F9FAE31DCC	0CD6CC71A4032301165F57410AC70D48	public	2017-12-20T15:50:17.260	2018-09-20T00:00:00.000	2021-02-28T05:15:18.031	17	air filter	2016-12-07	547	RNA	air filter	37.5482697 N 121.988572 W	USA:california,Fremont	missing	missing	air
SRX3493120	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776722		4707.41	1	33856368	9835173460	xinexpo59_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399894	2018-09-20 00:09:49	2017-12-21 02:36:43	33856368	9835173460	33856368	290	4707	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399894.sralite.1	xinexpo59_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216236	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	94FE3EDECD9C2E563EB1EF4A49D30726	066A2D59B35D936418D94A4D0024CD89	public	2017-12-20T15:50:17.246	2018-09-20T00:00:00.000	2021-02-28T05:15:17.989	51	air filter	2016-12-05	546	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493121	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776720		4929.59	1	35763278	10120386475	xinexpo58_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399893	2018-09-20 00:09:49	2017-12-21 03:06:56	35763278	10120386475	35763278	282	4929	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399893.sralite.1	xinexpo58_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216235	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	6EEF6FC7A71ED04A4ED9A76B39C26FEE	3831CAC2D3F594BCDE5E51D19F3B955F	public	2017-12-20T15:50:17.233	2018-09-20T00:00:00.000	2021-02-28T05:15:17.968	14	air filter	2016-12-05	545	RNA	air filter	37.5629917 N 122.3255254 W	USA:california,San Mateo	missing	missing	air
SRX3492665	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776267		7055.94	1	52195899	15141789313	xinexpo58_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399782	2018-09-20 00:09:37	2017-12-21 00:05:25	52195899	15141789313	52195899	290	7055	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399782.sralite.1	xinexpo58_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216234	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	5769ED3E180F234EA779E3DCADBB8F53	1252FCF68E34F388623FE0A8D93AB990	public	2017-12-20T15:50:17.216	2018-09-20T00:00:00.000	2021-02-28T05:15:17.941	72	air filter	2016-12-06	544	RNA	air filter	37.3229978 N 122.032183 W	USA:california,Cupertino	missing	missing	air
SRX3492666	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776268		6255.61	1	45638318	13242924546	xinexpo58_I5	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399781	2018-09-20 00:09:37	2017-12-21 00:28:23	45638318	13242924546	45638318	290	6255	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399781.sralite.1	xinexpo58_I5	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216233	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	37AB0400D8D85E79651F954F0A68EB9D	EFE1D545337127842A84ACB18AD2B4EF	public	2017-12-20T15:50:17.200	2018-09-20T00:00:00.000	2021-02-28T05:15:17.918	51	air filter	2016-11-28	543	RNA	air filter	37.40988969 N 122.1593497 W	USA:california,Palo Alto	missing	missing	air
SRX3493124	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776724		5278.57	1	37206202	10558581890	xinexpo57_I15	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399890	2018-09-20 00:09:49	2017-12-21 02:56:04	37206202	10558581890	37206202	283	5278	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399890.sralite.1	xinexpo57_I15	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216232	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	4A4E427251E955AD01565448FBCA9393	7AA210D6EFE17D2CDE2CE2C87A0931F3	public	2017-12-20T15:50:17.186	2018-09-20T00:00:00.000	2021-02-28T05:15:17.896	17	air filter	2016-11-28	542	RNA	air filter	37.5482697 N 121.988572 W	USA:california,Fremont	missing	missing	air
SRX3493125	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776725		4488.95	1	31709939	9232073047	xinexpo57_I12	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399889	2018-09-20 00:09:49	2017-12-21 02:40:50	31709939	9232073047	31709939	291	4488	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399889.sralite.1	xinexpo57_I12	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216231	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	D2E3E17FAB5525BEB599B849737F8325	3C0881777E0F78A8DBEF093B0A865D80	public	2017-12-20T15:50:17.173	2018-09-20T00:00:00.000	2021-02-28T05:15:17.873	14	air filter	2016-11-28	541	RNA	air filter	37.5629917 N 122.3255254 W	USA:california,San Mateo	missing	missing	air
SRX3493046	RNA-seq of air samples	air metagenome	Illumina HiSeq 4000	Stanford University	SRP127288	Airborne exposures samples Raw sequence reads	SRS2776646		3958.38	1	28049302	8161523576	xinexpo57_I6	WGS	METATRANSCRIPTOMIC	cDNA	SRR6399968	2018-09-20 00:09:47	2017-12-21 03:51:45	28049302	8161523576	28049302	290	3958	GCA_000001405.13	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399968.sralite.1	xinexpo57_I6	PAIRED	0	0	ILLUMINA	PRJNA421162		421162	SAMN08216230	simple	655179							no					STANFORD UNIVERSITY	SRA640713		public	A10664B32BA3A3292345DE4D19593C58	2C8666A8E432EA64673F5B1737511E4E	public	2017-12-20T15:50:17.156	2018-09-20T00:00:00.000	2021-02-28T05:15:17.833	72	air filter	2016-11-27	540	RNA	air filter	37.3229978 N 122.032183 W	USA:california,Cupertino	missing	missing	air
