"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3492780","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776381","","10533.42","1","84318167","25072812149","chaoexpo42_I5","WGS","METAGENOMIC","MDA"
"SRX3492779","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776380","","5475.36","1","41220612","11998340153","chaoexpo18_I5","WGS","METAGENOMIC","MDA"
"SRX3492778","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776378","","9659.51","1","84369369","24970145761","chaoexpo27_I12","WGS","METAGENOMIC","MDA"
"SRX3492777","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776379","","9372.98","1","73738967","20955946426","chaoexpo15_I15","WGS","METAGENOMIC","MDA"
"SRX3492776","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776377","","7378","1","57429806","16775995503","chaoexpo35_I15","WGS","METAGENOMIC","MDA"
"SRX3492775","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776376","","7030.69","1","57207725","16962879693","chaoexpo23_I15","WGS","METAGENOMIC","MDA"
"SRX3492774","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776375","","8736.78","1","66592167","18475288499","chaoexpo11_I6","WGS","METAGENOMIC","MDA"
"SRX3492773","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776374","","5159.76","1","38333554","11068497502","xinexpo66_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492772","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776373","","5582.72","1","41804179","12144483450","xinexpo67_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492771","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776371","","5137.18","1","38763250","11257450820","xinexpo66_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492770","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776372","","5383.46","1","41428863","11847405103","xinexpo67_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492769","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776366","","6401.54","1","48728526","14204597530","xinexpo67_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492768","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776369","","5616.52","1","42440276","12360699588","xinexpo67_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492767","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776368","","5847","1","48857552","14429823228","xinexpo30_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492766","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776370","","7506.2","1","56853387","16727076705","chaoexpo58_I15","WGS","METAGENOMIC","MDA"
"SRX3492765","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776365","","8101.11","1","62121563","18446932242","chaoexpo58_I6","WGS","METAGENOMIC","MDA"
"SRX3492764","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776367","","7851.41","1","59507488","17641159340","chaoexpo58_I12","WGS","METAGENOMIC","MDA"
"SRX3492763","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776362","","9198.18","1","69122523","20256407199","chaoexpo59_I5","WGS","METAGENOMIC","MDA"
"SRX3492762","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776364","","7919.76","1","62867255","18597768866","chaoexpo59_I6","WGS","METAGENOMIC","MDA"
"SRX3492761","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776360","","7803.88","1","60305575","17736338660","chaoexpo59_I15","WGS","METAGENOMIC","MDA"
"SRX3492760","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776363","","7989.31","1","62406799","18498850453","chaoexpo59_I12","WGS","METAGENOMIC","MDA"
"SRX3492759","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776361","","8223.48","1","68100651","20169993114","chaoexpo60_I5","WGS","METAGENOMIC","MDA"
"SRX3492758","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776359","","8093.77","1","63131911","18706657065","chaoexpo60_I12","WGS","METAGENOMIC","MDA"
"SRX3492757","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776358","","7404.24","1","58533827","17414114860","chaoexpo60_I6","WGS","METAGENOMIC","MDA"
"SRX3492756","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776357","","1942.84","1","14993930","4445589359","chaoexpo46_I12","WGS","METAGENOMIC","MDA"
"SRX3492755","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776356","","8725.63","1","72083751","21430826647","chaoexpo02_I6","WGS","METAGENOMIC","MDA"
"SRX3492754","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776355","","13128.98","1","97601932","28394123652","chaoexpo49_I12","WGS","METAGENOMIC","MDA"
"SRX3492753","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776354","","11606.96","1","96233601","28477910757","chaoexpo54_I5","WGS","METAGENOMIC","MDA"
"SRX3492752","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776488","","8204.28","1","62933864","18367985921","chaoexpo40_I5","WGS","METAGENOMIC","MDA"
"SRX3492751","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776352","","4664.95","1","34142180","9926265352","chaoexpo39_I15","WGS","METAGENOMIC","MDA"
"SRX3492750","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776350","","5542.68","1","43434063","12882067011","xinexpo03_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492749","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776353","","4822.31","1","39330942","11581028630","xinexpo13_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492748","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776348","","5396.42","1","42974738","12364797002","xinexpo13_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492747","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776351","","6075.6","1","48062723","13951901660","xinexpo05_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492746","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776349","","5535.5","1","43394088","12550828081","xinexpo05_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492745","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776347","","4250.3","1","32804154","9644885792","xinexpo01_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492744","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776346","","4119.79","1","33787569","9773156238","xinexpo17_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492743","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776342","","7219.24","1","58401769","17149634938","xinexpo38_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492742","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776344","","6249","1","47143202","13691914419","xinexpo41_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492741","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776343","","7161.87","1","58285750","17136430544","chaoexpo67_I5","WGS","METAGENOMIC","MDA"
"SRX3492740","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776345","","6749.48","1","51048135","14967992451","chaoexpo67_I6","WGS","METAGENOMIC","MDA"
"SRX3492739","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776338","","7797.92","1","87571718","25550913488","chaoexpo67_I15","WGS","METAGENOMIC","MDA"
"SRX3492738","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776341","","5899.6","1","51436165","15181575999","xinexpo25_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492737","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776339","","8330","1","69255401","20417496226","xinexpo37_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492736","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776337","","8233.09","1","67928845","20062585571","xinexpo37_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492735","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776333","","5207.72","1","40906738","11946827134","xinexpo45_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492734","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776336","","8536.73","1","68867028","20313849920","chaoexpo63_I6","WGS","METAGENOMIC","MDA"
"SRX3492733","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776335","","6844.48","1","53261397","15620385443","chaoexpo63_I15","WGS","METAGENOMIC","MDA"
"SRX3492732","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776334","","9805","1","76188733","22594280996","chaoexpo76_I12","WGS","METAGENOMIC","MDA"
"SRX3492731","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776332","","7366.67","1","59300895","17484290670","chaoexpo48_I12","WGS","METAGENOMIC","MDA"
"SRX3492730","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776340","","12370","1","95066689","27691974720","chaoexpo71_I15","WGS","METAGENOMIC","MDA"
"SRX3492729","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776330","","9965.62","1","77832024","23063124034","chaoexpo76_I6","WGS","METAGENOMIC","MDA"
"SRX3492728","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776331","","8817.12","1","68307399","20119701830","chaoexpo63_I12","WGS","METAGENOMIC","MDA"
"SRX3492727","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776329","","6695.57","1","58193527","17164359763","chaoexpo72_I5","WGS","METAGENOMIC","MDA"
"SRX3492726","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776328","","10369.9","1","84723432","25040789273","chaoexpo56_I15","WGS","METAGENOMIC","MDA"
"SRX3492725","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776326","","7258.96","1","55499136","16221215300","chaoexpo75_I15","WGS","METAGENOMIC","MDA"
"SRX3492724","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776327","","6234.99","1","61287704","17545305050","chaoexpo10_I15","WGS","METAGENOMIC","MDA"
"SRX3492723","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776325","","8042.52","1","63165449","18729076052","chaoexpo75_I12","WGS","METAGENOMIC","MDA"
"SRX3492722","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776324","","4414.7","1","39237854","11451004938","chaoexpo68_I5","WGS","METAGENOMIC","MDA"
"SRX3492721","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776322","","6734.26","1","62123879","18335172210","chaoexpo62_I6","WGS","METAGENOMIC","MDA"
"SRX3492720","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776321","","12346.4","1","98041012","29061861838","chaoexpo74_I15","WGS","METAGENOMIC","MDA"
"SRX3492719","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776323","","6182.21","1","56764981","16700028797","chaoexpo70_I6","WGS","METAGENOMIC","MDA"
"SRX3492718","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776320","","6292.89","1","45099838","12157907109","xinexpo73_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492717","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776318","","6314.15","1","45694760","12614486912","xinexpo77_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492716","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776317","","6850.43","1","53298715","14291722658","xinexpo78_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492715","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776316","","7879.86","1","57236346","15969328071","xinexpo75_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492714","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776315","","5704.95","1","44674970","13083728850","xinexpo08_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492713","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776313","","7521.59","1","57777500","16940203510","xinexpo44_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492712","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776314","","6084.64","1","44489435","12232730043","xinexpo77_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492711","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776311","","5538.66","1","41501209","11301480187","xinexpo77_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492710","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776310","","8327.93","1","65525740","19228451888","xinexpo50_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492709","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776312","","9406.38","1","70937398","20729228801","xinexpo44_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492708","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776309","","5994.64","1","45410968","13171305972","xinexpo47_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492707","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776308","","5652.87","1","43657596","12790015993","xinexpo24_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492706","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776306","","8052.7","1","62184059","18131889887","xinexpo49_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492705","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776307","","8706.85","1","66579147","19446128460","xinexpo50_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492704","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776305","","7894.19","1","60397772","17534771338","xinexpo40_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492703","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776303","","5370.7","1","44339555","13049037747","xinexpo31_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492702","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776304","","11346.16","1","98291326","29281579415","chaoexpo23_I6","WGS","METAGENOMIC","MDA"
"SRX3492701","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776301","","12397.97","1","98136808","29190254471","chaoexpo45_I15","WGS","METAGENOMIC","MDA"
"SRX3492700","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776302","","9149.28","1","78620211","23041742599","chaoexpo17_I6","WGS","METAGENOMIC","MDA"
"SRX3492699","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776319","","9144.49","1","68959046","20420395905","chaoexpo41_I12","WGS","METAGENOMIC","MDA"
"SRX3492698","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776299","","9833.35","1","93740534","26973416910","chaoexpo03_I6","WGS","METAGENOMIC","MDA"
"SRX3492697","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776297","","9685.01","1","81278108","23976827054","chaoexpo29_I6","WGS","METAGENOMIC","MDA"
"SRX3492696","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776300","","9109.39","1","83744386","24850346547","chaoexpo01_I6","WGS","METAGENOMIC","MDA"
"SRX3492695","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776295","","8505.04","1","64716088","18225014453","chaoexpo09_I6","WGS","METAGENOMIC","MDA"
"SRX3492694","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776298","","5383.2","1","46823961","13876362633","chaoexpo15_I6","WGS","METAGENOMIC","MDA"
"SRX3492693","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776296","","9342.57","1","81700038","23925836891","chaoexpo35_I6","WGS","METAGENOMIC","MDA"
"SRX3492692","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776294","","6113.54","1","48177672","13965655531","xinexpo48_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492691","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776293","","6538.64","1","51926229","15238999424","xinexpo50_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492690","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776292","","5718.92","1","47805912","14143635937","xinexpo22_I6","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492689","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776291","","5827.67","1","48236713","14218987036","xinexpo28_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492688","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776290","","5457.84","1","42091442","12383824152","xinexpo34_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492687","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776289","","6227.37","1","49350189","14583211126","xinexpo12_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492686","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776287","","4143.54","1","31696814","9245152976","xinexpo54_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492685","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776286","","6284.4","1","54752861","15967557364","xinexpo20_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492684","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776288","","7090.15","1","53596888","15493242203","xinexpo55_I5","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492683","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776285","","5060.77","1","39678694","11499823217","xinexpo54_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492682","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776283","","6615.8","1","52214895","15288148073","xinexpo46_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492681","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776284","","6015.27","1","47058013","13537917934","xinexpo39_I15","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492680","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776281","","4921.09","1","41626438","12335402330","xinexpo21_I12","WGS","METATRANSCRIPTOMIC","cDNA"
"SRX3492679","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776280","","11446.51","1","95034328","27902723688","chaoexpo10_I5","WGS","METAGENOMIC","MDA"
"SRX3492678","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776282","","4661.38","1","35750467","10377085198","chaoexpo07_I15","WGS","METAGENOMIC","MDA"
"SRX3492677","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776277","","5702.2","1","49673510","14678708160","chaoexpo20_I6","WGS","METAGENOMIC","MDA"
"SRX3492676","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776276","","6587.78","1","66082630","19501239112","chaoexpo36_I6","WGS","METAGENOMIC","MDA"
"SRX3492675","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776279","","10069","1","74518756","21858961999","chaoexpo39_I12","WGS","METAGENOMIC","MDA"
"SRX3492674","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776278","","3842.47","1","33119687","9823687200","chaoexpo43_I5","WGS","METAGENOMIC","MDA"
"SRX3492673","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776275","","9850.66","1","97853513","27921295743","chaoexpo34_I6","WGS","METAGENOMIC","MDA"
"SRX3492672","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776274","","5739.35","1","43287684","12833511013","chaoexpo18_I6","WGS","METAGENOMIC","MDA"
"SRX3492671","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776272","","10837.87","1","88661742","26227573776","chaoexpo13_I15","WGS","METAGENOMIC","MDA"
"SRX3492670","DNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776273","","8300.06","1","70946046","20931917671","chaoexpo30_I6","WGS","METAGENOMIC","MDA"
"SRX3492669","RNA-seq of air samples","air metagenome","Illumina HiSeq 4000","Stanford University","SRP127288","Airborne exposures samples Raw sequence reads","SRS2776271","","4355.9","1","37562400","11074350050","xinexpo26_I12","WGS","METATRANSCRIPTOMIC","cDNA"
